1- Query

id,degree_id,name,surname,date_of_birth,fiscal_code,enrolment_date,registration_number,email
171,11,"omnis aut ab","Minima ad corrupti repellendus quas velit. Et aut quidem aut occaecati. Et sapiente eum sit sed iusto omnis veritatis. Et dolorem iste aut praesentium. Sed vel nesciunt ullam autem facilis vitae.","I semestre",1,6,NULL
172,11,"ratione aut quas","Necessitatibus molestias quis inventore quidem perferendis ipsa ratione. Doloribus enim qui non ipsa. Perferendis odio et pariatur nulla voluptas ut atque.","I semestre",1,11,www.sit.uni.it
187,12,"at id rerum","Tenetur et molestiae est molestiae quasi in asperiores. Sed est iure omnis qui. Natus eaque voluptas voluptates et dolorem nesciunt quasi. Aut velit eaque dolor eum quia unde est.","I semestre",1,8,www.id.uni.it
188,12,"aliquid aut excepturi","Deserunt ut quibusdam et. Repudiandae ut temporibus magnam porro sed. Occaecati ducimus maiores beatae excepturi.","I semestre",1,3,NULL
189,12,"fugit odio sapiente","Molestiae enim libero incidunt eaque officia. Ea nobis ipsum vero ratione hic placeat optio. Officiis animi minima sit maiores neque. A ut et numquam deleniti ab.","I semestre",1,10,www.itaque.uni.it
190,12,"eligendi temporibus sit","Eum voluptas eos voluptatibus voluptatem nulla repudiandae aut. Aut quas consequatur dolore est est. Totam nulla sunt voluptas rem et iusto similique assumenda.","I semestre",1,6,NULL
209,13,"fugit dolorem voluptas","Et autem in expedita error veniam sed consequatur. Dolorum dignissimos sit maxime accusantium a hic perferendis.","I semestre",1,7,www.sit.uni.it
210,13,"fuga et aut","Eveniet beatae nisi quibusdam ex. Praesentium et ea deserunt numquam inventore eligendi quaerat.","I semestre",1,3,www.consequuntur.uni.it
211,13,"officiis fugiat voluptatem","Voluptas ut quia et odio asperiores eos eaque. Ullam quidem in quis.","I semestre",1,3,NULL
222,14,"quia praesentium perferendis","Et repellendus distinctio consequatur. Voluptas in eveniet sed perspiciatis earum. At fugit est cumque sed sed.","I semestre",1,12,NULL
223,14,"et autem exercitationem","Est velit cum voluptatem aperiam harum amet velit voluptatem. Ea molestiae consequatur dolorem aut repellendus. Explicabo repudiandae quidem esse corporis ratione quisquam velit.","I semestre",1,12,www.non.uni.it
224,14,"quo recusandae dignissimos","Rerum earum et et quae voluptates repudiandae. Dolor et sint quisquam magnam dignissimos voluptate inventore rerum. Asperiores temporibus ut distinctio numquam esse dicta eum.","I semestre",1,12,www.tenetur.uni.it
235,15,"facere laboriosam quod","Facere facere voluptas consequatur facere. Est totam ipsum corporis laborum quas perferendis animi enim. Eveniet voluptate illum ut rerum odio rem modi.","I semestre",1,14,www.dolor.uni.it
236,15,"et modi aliquid","Enim laborum sunt mollitia aliquam. Perferendis omnis placeat ut. Temporibus laudantium dolor maxime excepturi ipsam odio repellat. Itaque incidunt labore consequatur est.","I semestre",1,3,www.aut.uni.it
237,15,"ut perferendis sunt","Voluptatum unde deleniti voluptatem ea ut qui. Quia consequatur molestiae reprehenderit aperiam. Consequatur inventore animi laboriosam reiciendis voluptatibus repellendus.","I semestre",1,3,NULL
257,16,"est tempora aliquid","Qui rerum aut reprehenderit sint earum sint quia. Quaerat quo sapiente tempora. Molestiae mollitia qui molestiae beatae dolores minus reiciendis qui. Corporis vel officiis et quia ipsam id libero.","I semestre",1,4,www.tempore.uni.it
258,16,"illo qui culpa","Sint nulla sed assumenda dolorem. Modi placeat illo nobis impedit quia.","I semestre",1,8,www.quisquam.uni.it
259,16,"numquam deserunt quasi","Quod dolorum molestias molestiae deserunt sed. Soluta ex vel expedita et. Id assumenda ipsum ducimus odio dolorum non alias ut. Nisi facere tenetur iure odio exercitationem est.","I semestre",1,15,NULL
260,16,"occaecati officiis aliquid","Illo iusto consequuntur cupiditate modi nostrum qui quia nesciunt. Blanditiis praesentium dolor sint. Ipsa voluptas omnis repellendus voluptatem qui tempora animi omnis.","I semestre",1,3,NULL
277,17,"ad qui qui","Sunt explicabo molestias ea culpa voluptas. Libero neque in quo saepe ut molestias. Vel quaerat cum quo vel totam sapiente exercitationem. Sequi rem et asperiores fugiat. Temporibus animi amet et.","I semestre",1,5,www.doloremque.uni.it
278,17,"ea et harum","Pariatur laudantium cumque fuga voluptatum nihil. Dolore aliquam animi voluptatem enim. Perspiciatis qui animi veritatis velit.","I semestre",1,13,NULL
279,17,"distinctio quo praesentium","Sed sit deserunt et nostrum non tempora. Fugit voluptatem sed nulla et consequatur quis. Eum qui perspiciatis exercitationem unde qui. Excepturi omnis dicta quis omnis quod veritatis laboriosam.","I semestre",1,14,www.rerum.uni.it
280,17,"rerum sint voluptates","Ratione voluptatem ipsum a commodi molestias. Sit voluptas distinctio cupiditate dolores sint omnis rem. Accusamus aut aut in sapiente sit. Enim vel placeat et doloribus.","I semestre",1,4,NULL
281,17,"nihil vero voluptas","Ipsa eum est vel quos. Nesciunt dolorum inventore eveniet debitis expedita nisi. Dicta qui sapiente sit dolor. Dolorum in natus sequi quasi neque.","I semestre",1,15,www.beatae.uni.it
299,18,"inventore reiciendis deserunt","Dolores voluptatem fuga nostrum quo. In error dolores vitae. Ex alias expedita mollitia consequatur temporibus.","I semestre",1,13,www.excepturi.uni.it
300,18,"aut ullam pariatur","Consequatur vel a officiis cupiditate et qui fugit. Neque dolor natus ducimus consectetur et debitis. Qui voluptates fuga eligendi sed unde ut. Autem omnis et sunt est quis quaerat.","I semestre",1,11,www.qui.uni.it
301,18,"fugit molestiae earum","Quo tempora dolor necessitatibus suscipit fugiat odio repellendus. Ab qui magnam modi.","I semestre",1,11,NULL
302,18,"nisi illum vitae","Est est eveniet unde culpa aut nihil vitae omnis. Assumenda modi repellat ea omnis.","I semestre",1,11,NULL
316,19,"est magni explicabo","Blanditiis nihil explicabo molestias. Fugit et dolore ad qui eaque eaque. Ducimus impedit iure aut beatae perferendis. Et deserunt architecto voluptatem quia at soluta.","I semestre",1,8,www.beatae.uni.it
317,19,"hic omnis dolore","Unde est reiciendis sit quia. Quaerat rerum excepturi quidem corporis in voluptatem. Incidunt quia consequatur enim voluptates non.","I semestre",1,10,www.magnam.uni.it
318,19,"non occaecati voluptatem","Sed expedita voluptates facilis doloribus omnis provident. Quas et odio perferendis veritatis ipsa libero aut. Hic accusamus atque temporibus vero animi suscipit.","I semestre",1,5,www.et.uni.it
319,19,"adipisci aliquam dolorum","Cum occaecati ducimus ad sed sed qui nisi. Et quasi doloribus deleniti quod rerum iste. Corporis quas error laborum similique sint ut repudiandae. Aut eos nam rem molestiae deserunt voluptatum.","I semestre",1,11,NULL
338,20,"est ab ratione","Saepe architecto ut reiciendis deleniti. Molestiae consectetur et quo expedita nihil ea. Hic odio eum exercitationem consequatur dolor. Mollitia natus quo tempora at.","I semestre",1,14,www.laborum.uni.it
339,20,"natus et hic","Laborum quia earum possimus impedit et iure eveniet. Quod laborum aut maiores itaque perspiciatis. Aut esse maxime quod vel aut. Iusto quod ut sunt ut nostrum veritatis animi.","I semestre",1,9,www.qui.uni.it
340,20,"omnis rerum tenetur","Et ratione ut dolor dicta. Voluptas et rerum voluptatibus consequatur voluptatem voluptatum omnis reiciendis. Aut impedit veniam velit est.","I semestre",1,11,www.nam.uni.it
341,20,"officiis corrupti et","Aspernatur at non neque est dolorem. Ea eaque quo sint eum. Modi voluptatem eligendi dolorem. Culpa possimus illum est ipsum.","I semestre",1,14,NULL
359,21,"impedit nobis exercitationem","Ducimus molestiae quis aut molestiae qui. Fugit optio accusamus omnis consequuntur accusamus sit aliquid saepe. Non ut et deserunt ratione quia.","I semestre",1,5,www.vel.uni.it
360,21,"ex vero sunt","Reiciendis consequuntur natus illo omnis qui. Consequuntur dignissimos debitis sed eveniet. Aspernatur quia modi blanditiis.","I semestre",1,6,www.similique.uni.it
361,21,"vel ut corporis","Ipsam labore aperiam architecto et excepturi at. Officiis dolorem qui dolores eligendi. Eum debitis reprehenderit qui ex a quibusdam ut nulla. Fugiat vero porro est molestiae repellendus veritatis.","I semestre",1,8,www.vel.uni.it
362,21,"ut ea officia","Omnis dolorum incidunt eligendi in laudantium ducimus. Eius dolores eum nihil consequatur. Aut dolor numquam nisi numquam at. Adipisci culpa harum cum est nobis id vero.","I semestre",1,12,www.autem.uni.it
378,22,"officia dolor a","Dolores eius dolor fugiat aut ut et occaecati. Quod voluptatum dolor et similique. Quas nemo maiores aperiam molestiae.","I semestre",1,15,www.et.uni.it
379,22,"nisi error temporibus","Aspernatur facere ut earum iste sed. Sit magni iure officia laboriosam voluptas omnis. Quo deleniti molestias magni quam voluptatem. Id dolorum illum non qui.","I semestre",1,9,www.porro.uni.it
380,22,"ut fuga sapiente","Minus eius commodi quis in. Iusto culpa ipsa sint odit eaque. Sed aliquam in exercitationem. Consectetur laudantium illo exercitationem eveniet et et eius quia.","I semestre",1,10,NULL
381,22,"eligendi corrupti tempore","Nobis consequatur quam neque placeat deleniti vitae. Tempore in aperiam natus eos sit distinctio. Exercitationem nam sequi aliquid suscipit in delectus distinctio.","I semestre",1,11,NULL
400,23,"est accusantium vitae","Quis et adipisci consequatur. Modi ex natus dolorem alias quidem voluptatem. Impedit sapiente fugit dolor et.","I semestre",1,3,NULL
401,23,"ipsa omnis temporibus","Sit adipisci qui quo temporibus. Iure ipsum a dolor esse et et. Ea quibusdam dicta earum aut esse aut. Occaecati eum odio enim natus vel est enim. Officia optio aut tempora in rerum non eligendi.","I semestre",1,7,www.soluta.uni.it
402,23,"reprehenderit numquam et","Non vel distinctio possimus ut aut illum. Dolorum laboriosam et similique labore. Mollitia reiciendis laboriosam minima pariatur earum.","I semestre",1,3,NULL
403,23,"qui quibusdam accusantium","Sed quos eius vel eos. Dolor ut molestias et aut eum. Nostrum quisquam voluptatem est ullam ab.","I semestre",1,10,NULL
412,24,"ipsum dolor suscipit","Saepe libero sit consequatur eaque aspernatur. Qui est error dolore inventore molestias repudiandae. Repellat ut voluptas commodi repudiandae. Eos unde id voluptas et.","I semestre",1,9,NULL
413,24,"est atque et","Facere corrupti dolor quaerat voluptatem at. Perferendis porro ullam et voluptatem voluptatem. Laboriosam nemo non in blanditiis est aut et. Veniam quas repellat quidem est.","I semestre",1,3,www.inventore.uni.it
414,24,"fugit debitis sapiente","Corrupti et repellat iure. Aut aliquid velit iusto dicta ut aut ut. Aut et quod est omnis odio.","I semestre",1,12,www.quam.uni.it
415,24,"iure impedit iusto","Repudiandae nam ab beatae saepe maxime corrupti qui. Distinctio doloremque amet et consequatur magni. Voluptas dignissimos itaque ut veniam dolorem veniam ea. Quaerat corporis qui et distinctio.","I semestre",1,12,www.cumque.uni.it
416,24,"quia aspernatur dolorum","Voluptatem illum qui veniam optio deserunt itaque numquam. Vero et sit ea ab fugit alias amet dignissimos. Ut qui et dolore alias. Facilis ut dolores maiores voluptate dicta.","I semestre",1,13,NULL
428,25,"ducimus numquam rerum","Praesentium pariatur perferendis excepturi consequatur mollitia. Dolore placeat repellendus vero minima amet earum quam voluptatem.","I semestre",1,6,www.magnam.uni.it
429,25,"unde voluptas delectus","Nulla natus occaecati omnis laudantium nihil optio quaerat. Harum nostrum placeat officia impedit. Rerum nisi reiciendis inventore dolore.","I semestre",1,6,NULL
430,25,"et officia sunt","Omnis voluptate officia incidunt fugit. Quaerat est sit et quas molestiae corporis voluptatem. Praesentium aut officia provident inventore. Consequatur dolores amet ipsum rerum dolores harum iure.","I semestre",1,8,NULL
440,26,"vel deleniti tempore","Nihil itaque ea doloribus. A qui voluptatem eum ut sit. Laboriosam eaque et debitis dolor eligendi sed. Sed assumenda veniam voluptatem temporibus est nesciunt.","I semestre",1,15,NULL
441,26,"laboriosam ut iusto","Magnam reprehenderit et mollitia velit sed. Sint voluptatem numquam fuga veniam. Et culpa eius et et ipsa accusantium.","I semestre",1,5,NULL
442,26,"consequatur ea ipsam","Neque et debitis vitae aspernatur magni. Fugit aut quis rerum repellendus et ratione. Aliquid et fuga incidunt aliquid facilis tempore.","I semestre",1,8,NULL
443,26,"tenetur et itaque","Quia quidem vitae ut quis ea veritatis est. Magnam et nihil dicta et provident laborum. Suscipit necessitatibus vero similique sit quia. Voluptatibus est odio aut sint quos.","I semestre",1,4,NULL
455,27,"minima est et","Maxime aut qui ut est. Sit illum sunt voluptas repellat quia. Molestiae non porro aut ipsa velit quidem soluta.","I semestre",1,3,www.aut.uni.it
456,27,"dolores facilis aliquid","Quibusdam et eveniet fuga. Ipsum autem ut vel non ex iusto velit. Quos laboriosam qui autem. Harum molestiae velit asperiores.","I semestre",1,6,NULL
457,27,"sequi saepe iure","Placeat accusamus quis officiis non. Aliquam reiciendis ut maiores laboriosam eos ipsa. Aut ipsa numquam et et debitis quia officia qui.","I semestre",1,9,www.iste.uni.it
466,28,"ipsam sed rem","Et et esse nam. Aut minus distinctio voluptates nisi modi eaque. Eaque voluptas inventore veniam. Et sint cum et.","I semestre",1,9,NULL
467,28,"vel beatae illum","Natus eligendi tempora quia amet in. Rerum in tempore numquam libero aut qui. Et nulla nostrum consectetur eius. Qui animi et sint ullam.","I semestre",1,5,www.incidunt.uni.it
468,28,"et non molestiae","Magni tenetur repellat non dolorum dolorum. Est voluptas sit omnis perferendis blanditiis voluptates accusantium quos. Dignissimos et ipsam earum iure explicabo et ea omnis.","I semestre",1,9,NULL
486,29,"sapiente nihil et","Illo qui adipisci quisquam ut. Iure consectetur cum iure quibusdam ipsam. Molestiae occaecati eum sunt fuga. Corrupti voluptatem nobis facere eaque nemo.","I semestre",1,13,www.voluptas.uni.it
487,29,"aliquam voluptas reiciendis","Quia quaerat nihil quibusdam quia deserunt quos. Aut ea et animi consequatur. Illum veritatis sed cumque non adipisci labore nisi.","I semestre",1,9,www.a.uni.it
488,29,"minus facilis accusantium","Non est sequi distinctio aut. Unde sint et blanditiis qui. Omnis consectetur occaecati excepturi est ea facilis adipisci. Unde laudantium laborum asperiores et vitae non deserunt.","I semestre",1,8,www.nesciunt.uni.it
508,30,"voluptatibus dicta odit","Nostrum et qui et ipsum cupiditate hic. Et cum autem libero nostrum repellendus reprehenderit in. Modi magnam modi hic.","I semestre",1,6,NULL
509,30,"amet dicta et","Et animi corrupti quibusdam eligendi. Omnis consequatur maxime sunt exercitationem laboriosam.","I semestre",1,14,www.odit.uni.it
510,30,"sit ipsum accusamus","Aut sit consequatur adipisci asperiores amet fuga accusamus. Minus sit nemo animi voluptatem natus sit omnis et. Amet iure possimus adipisci cum temporibus animi.","I semestre",1,6,www.at.uni.it
519,31,"distinctio numquam illum","Dolorem sed neque inventore accusamus voluptate quae ut nihil. Minus aspernatur est error quisquam non sed porro voluptatem. Sit molestiae et placeat.","I semestre",1,14,NULL
520,31,"ducimus sapiente at","Qui reiciendis non sint doloribus ut temporibus. Qui temporibus optio et unde aperiam incidunt. Consequuntur est qui eum dolorum. Aliquid nihil voluptatem assumenda.","I semestre",1,14,www.reprehenderit.uni.it
521,31,"et est porro","Itaque ducimus iste praesentium ut quae. Laborum ad et et et rerum fugiat. Sed enim reiciendis a accusamus molestiae esse porro.","I semestre",1,14,NULL
522,31,"quos voluptatem quis","Itaque id sapiente et libero. Quisquam non voluptas accusantium consequatur. Ullam eos quaerat unde. Voluptatem nemo possimus ut rerum enim magnam earum vitae.","I semestre",1,10,www.consequuntur.uni.it
536,32,"culpa quis expedita","Possimus architecto animi nihil corrupti corporis facere. Consequatur odit est vel eum iste. Nihil ex iste quasi iusto.","I semestre",1,12,NULL
537,32,"aut enim nesciunt","Est vel qui cum dolor a. Consequatur soluta quia nisi molestiae. Dolor repudiandae ad adipisci ut.","I semestre",1,4,NULL
538,32,"voluptas nihil nesciunt","Et aperiam quia dolorem suscipit nulla iure sed. Ex quia quidem quia vitae. Maiores consectetur animi cumque maiores nam dicta.","I semestre",1,7,www.sunt.uni.it
539,32,"aut dolores ut","Dolor ab optio qui quisquam dolorum natus vitae. Esse unde iste sed reiciendis suscipit. Consequatur quia omnis ratione aperiam et quae cum ut.","I semestre",1,7,www.qui.uni.it
540,32,"laboriosam fugit et","Autem aut recusandae incidunt odio atque libero exercitationem rerum. Velit deserunt odit sunt. Non aut non aut ipsum qui deserunt.","I semestre",1,3,www.a.uni.it
559,33,"est aut qui","Et quod omnis consectetur et autem. Libero qui necessitatibus voluptate quidem ducimus et itaque. Maxime quia consequatur laboriosam quidem. Dolorum quia odit enim atque harum.","I semestre",1,10,NULL
560,33,"quibusdam nobis architecto","Soluta ut exercitationem magni. Aspernatur quasi illo voluptatem. Omnis dolorem et iusto aut numquam voluptatem corporis explicabo.","I semestre",1,4,NULL
561,33,"dolore enim eius","Alias aut voluptatem accusamus provident aspernatur. Corporis ratione voluptatem quaerat nobis dolorem ipsam. Magni qui incidunt veritatis quia.","I semestre",1,14,www.ut.uni.it
577,34,"ut veritatis magnam","Voluptatem quo cum autem esse id quo. Laborum nihil porro optio. Explicabo similique blanditiis unde sed veniam perferendis ea. Eum fugit culpa exercitationem quod esse est.","I semestre",1,15,www.vitae.uni.it
578,34,"distinctio deleniti minus","Aspernatur non est commodi. Eaque qui blanditiis dolorem. Voluptatum quos non sit facere consequatur deserunt ipsa. Voluptas qui molestiae iusto natus qui quam. Nulla qui aut fugiat aut eos ratione.","I semestre",1,5,www.eaque.uni.it
579,34,"dolor ab possimus","Quod officiis qui laboriosam suscipit. Quaerat unde non exercitationem eum quidem voluptatem. Cum vero facilis magnam culpa amet est cumque veritatis.","I semestre",1,15,NULL
580,34,"eius animi atque","Sed assumenda recusandae maiores harum iusto labore reiciendis. Aut porro id sit saepe. Nemo non ea ea doloribus nam aut odio. Enim veniam soluta et dolor et.","I semestre",1,7,www.est.uni.it
581,34,"est magni quos","Aut expedita beatae qui aut. Dolore et adipisci voluptatem fugit adipisci eum est dicta. Sed et pariatur sit eveniet.","I semestre",1,3,www.dolorum.uni.it
601,35,"facilis adipisci provident","Et aut id aut officia. Doloremque quaerat sit et architecto. Facere nulla dolor sit illum quae laborum. Reiciendis iure nihil tempora.","I semestre",1,15,www.consequatur.uni.it
602,35,"totam illo non","Dolor sunt voluptatum dolorem tenetur odit minima voluptatem. Qui ut dolor cum hic. Quis reiciendis sed aut esse qui atque consectetur.","I semestre",1,13,www.nemo.uni.it
603,35,"dolor ea voluptatem","Laudantium provident aperiam ex. Officiis vero nesciunt omnis corrupti voluptatem. Excepturi qui eos qui rerum facilis.","I semestre",1,5,NULL
622,36,"aperiam ut suscipit","Dolorem et voluptatem a sed consequatur. Et adipisci alias ea ducimus voluptatem. Culpa est omnis vero. Enim nesciunt et ut at neque consectetur animi. Fugiat et atque voluptas eum dicta.","I semestre",1,11,NULL
623,36,"dolorem voluptatem consequuntur","Facere est facilis quam illum. Qui molestias ipsam incidunt a voluptatum magni quo.","I semestre",1,9,www.nisi.uni.it
624,36,"eaque vero sapiente","Et iste consectetur facere voluptas. Minus recusandae nobis quod culpa nihil dolores dolores. Quo nihil quae id quia incidunt praesentium deleniti.","I semestre",1,8,NULL
625,36,"necessitatibus aut quis","Quas dolores aut libero ipsa eveniet error maxime. Magni qui in ut repudiandae possimus eum non libero. Omnis optio et fugiat.","I semestre",1,7,www.asperiores.uni.it
634,37,"et assumenda nihil","Quo est hic molestiae nemo. Officiis similique omnis natus iure ea. Illo consequatur quia rerum officia repellendus accusantium. Ipsum et neque itaque est quae accusantium.","I semestre",1,8,www.temporibus.uni.it
635,37,"ex molestiae rerum","Expedita qui fugit veniam cum voluptatum a. Ut eaque nihil et ex commodi. Quia consequuntur dolor accusamus nobis aut nulla. Voluptatibus itaque mollitia non. Et et ab minus impedit fugit.","I semestre",1,13,www.nihil.uni.it
636,37,"quam voluptatem nihil","Deleniti rerum numquam qui eos. Temporibus esse sed ut ut officiis et et. Officia omnis sed et. Sint sit unde quam ut exercitationem iste quia. Ea minus vero accusamus dignissimos rerum.","I semestre",1,15,www.maxime.uni.it
637,37,"labore sequi incidunt","Ut et asperiores esse et amet rerum. Ut qui voluptas accusantium sint sit cum. Quibusdam excepturi saepe ipsa voluptatibus.","I semestre",1,12,www.consectetur.uni.it
638,37,"qui doloremque dolorem","Facere voluptatem distinctio reiciendis. Dolorem quia placeat laudantium distinctio quasi autem. Itaque deserunt dolore non excepturi. Ea expedita aliquid dolores voluptatum sint optio.","I semestre",1,12,www.repellendus.uni.it
650,38,"necessitatibus voluptas ut","Provident officia officia sunt illum odit. Et magni odit temporibus quia quae enim. Ea in nam ullam. Ut corporis corporis qui tempore.","I semestre",1,6,www.non.uni.it
651,38,"deleniti nesciunt amet","Similique commodi dolores dolorem qui facilis. Accusantium ipsam ipsum facilis nesciunt eos porro. Mollitia velit qui quis voluptatum corporis vel.","I semestre",1,10,NULL
652,38,"velit esse soluta","Ab quam veritatis qui odit consequatur tempore omnis exercitationem. Ut et eum aliquam est voluptatem voluptatem.","I semestre",1,14,www.dignissimos.uni.it
653,38,"tempore quod eum","Incidunt nihil explicabo repudiandae. Et adipisci voluptatem in nihil ratione. Natus possimus autem corporis.","I semestre",1,11,NULL
671,39,"qui quasi recusandae","Suscipit nesciunt nesciunt dolores dolorem odio iste iste fugit. Quasi et optio porro et consequatur animi amet. Et impedit velit quis voluptas omnis consequuntur sequi maxime.","I semestre",1,7,www.libero.uni.it
672,39,"incidunt et velit","Ullam voluptatibus sit magnam quod. Dolores eos sunt eos ut. Repellat eius eum molestiae qui sunt. Mollitia magni molestiae tempora maxime est ut.","I semestre",1,7,NULL
673,39,"est in officia","Nihil sed ratione perspiciatis facere dolorem deserunt non neque. Quo sunt explicabo sunt aut. Officia omnis atque quae.","I semestre",1,14,NULL
674,39,"reiciendis totam quis","Ea animi quis inventore dolorem amet quaerat autem voluptate. Similique et reprehenderit excepturi sunt doloribus. Ut eos est sed nesciunt aut voluptas consequuntur.","I semestre",1,12,www.pariatur.uni.it
694,40,"error nobis similique","Sint amet in enim facilis quas. Cupiditate reiciendis dolores qui libero voluptatibus perspiciatis. Et laboriosam iste quia voluptatem veniam natus. Quo aliquam culpa non sed et beatae.","I semestre",1,8,www.consequatur.uni.it
695,40,"dolor optio non","Rerum dolores eos neque quidem ut optio consequatur. Quaerat consequatur aut sunt magnam. Nihil tempora sapiente et voluptas et. Molestiae voluptas alias provident voluptas nam et.","I semestre",1,7,www.repudiandae.uni.it
696,40,"architecto accusamus dolores","Sit quam ea dolorem ut. Doloremque dolor dolorem assumenda pariatur. Quisquam velit ipsa excepturi excepturi tempore voluptas.","I semestre",1,6,www.et.uni.it
715,41,"adipisci ut suscipit","Quis dolorum corrupti aperiam. Molestiae amet deleniti ut suscipit odit et nisi. Dolores reiciendis atque minima at accusamus expedita.","I semestre",1,9,www.non.uni.it
716,41,"nemo esse placeat","Voluptas qui maxime similique provident reiciendis. Molestiae quo quam qui. Quia quidem quod nulla corporis id sequi eaque aperiam. Aspernatur sunt nobis molestias reiciendis est nobis asperiores.","I semestre",1,5,www.rerum.uni.it
717,41,"magnam aut repellat","In rerum atque et repudiandae ut. Excepturi autem laboriosam magnam magnam quae et. Quo eveniet mollitia maxime magnam ipsam praesentium dolorem.","I semestre",1,8,NULL
718,41,"facere sit est","Molestias nihil vitae quia iusto nihil perspiciatis ducimus asperiores. Nobis quia a consequuntur nostrum. Ratione vel deleniti et ipsam sint. Illo mollitia laboriosam beatae sequi modi quia odit.","I semestre",1,11,www.nostrum.uni.it
719,41,"molestias autem similique","Sint dicta perferendis et distinctio enim nihil. Nisi autem ipsa rem et ut fugiat assumenda et. Veritatis dolorem sed error voluptas fuga numquam numquam ratione.","I semestre",1,4,www.qui.uni.it
735,42,"perspiciatis itaque rerum","Fugiat ut voluptatem veritatis omnis alias omnis. Dignissimos nobis illo dolores et nulla. Dolor repellendus aut maiores ex.","I semestre",1,12,www.est.uni.it
736,42,"ratione placeat vel","Quia officia consequatur in sit voluptatem. Vero et molestiae debitis. Ad enim minus id esse.","I semestre",1,5,www.alias.uni.it
737,42,"quis asperiores rem","Sit molestiae est est et a qui commodi. Minima omnis atque sed. Aut et ea aut minima.","I semestre",1,8,www.corrupti.uni.it
738,42,"saepe laudantium quia","In ut quasi culpa id sed. Doloribus error est necessitatibus nesciunt facilis. Modi necessitatibus voluptatem qui. Laudantium animi error et labore sint.","I semestre",1,14,NULL
739,42,"et vero aspernatur","Voluptatem sit incidunt numquam sed. Qui ipsam quia exercitationem rerum assumenda in et et. Dignissimos ipsa qui quia soluta est minima in.","I semestre",1,15,NULL
757,43,"illum est ea","Ducimus sint eveniet quam molestiae et. Quia blanditiis natus dolorum quisquam et a. Qui nobis ut illo culpa voluptatem. Voluptatem omnis voluptatibus et cupiditate illum quibusdam.","I semestre",1,11,NULL
758,43,"commodi esse voluptas","Perspiciatis sit eos dolorem voluptas in fuga laborum. Impedit sit velit laborum non eligendi ullam. Facilis voluptas voluptate in pariatur. Et quidem et neque neque.","I semestre",1,6,NULL
759,43,"et nesciunt fugit","Molestiae rerum soluta facilis perferendis amet. Dolorem iure amet deleniti. Quibusdam sed quia dicta quia explicabo laudantium cum.","I semestre",1,5,www.nulla.uni.it
760,43,"cumque omnis ullam","Nisi illo porro et. Aliquid sint sed consequatur enim porro. Sapiente ab doloremque magni vero fugiat.","I semestre",1,3,NULL
780,44,"provident aspernatur aliquid","Repudiandae sed nostrum nostrum perferendis qui. Totam velit ut odit officia. Earum veniam et et cumque voluptate temporibus.","I semestre",1,8,NULL
781,44,"magni in perferendis","Repudiandae et aut non et sit nesciunt est enim. Totam cumque eum velit odio aliquid. Repellendus nam eaque fuga eos maxime necessitatibus. Ut voluptates sit laboriosam.","I semestre",1,11,NULL
782,44,"enim odit debitis","Laudantium occaecati eveniet error consequuntur eveniet ipsa. Velit quia voluptates vero dolor et qui. Sint ut ut minima explicabo deleniti quia sed.","I semestre",1,15,www.excepturi.uni.it
783,44,"eligendi est rerum","Consectetur optio labore id maiores modi. Odio sunt aut debitis. Rerum est ea voluptas voluptas. Ratione id facilis quibusdam aut et neque.","I semestre",1,9,www.est.uni.it
784,44,"sed nostrum consequuntur","Ad labore ut voluptatum ea repellat perspiciatis. Minima voluptatem maiores et in itaque. Aut quia maiores odit est dolorum. Voluptas neque sed quia repellendus.","I semestre",1,15,www.adipisci.uni.it
798,45,"odio et sed","Eius dolorum dolorem maiores. Aspernatur aliquid impedit nam et vel iste vel.","I semestre",1,10,www.qui.uni.it
799,45,"ipsam qui quo","Nisi cum ea quia rem. Animi non et omnis dolor nulla explicabo nemo. Maiores perferendis nihil sint.","I semestre",1,6,www.et.uni.it
800,45,"commodi praesentium repudiandae","Rerum odio occaecati similique. Commodi cumque voluptas veritatis. Labore repellendus a eius debitis aut non. Officiis quo necessitatibus maiores cumque ducimus tenetur provident.","I semestre",1,13,www.cupiditate.uni.it
817,46,"aperiam nostrum sint","Magni alias laborum earum sunt. Nemo dolor rerum quia recusandae.","I semestre",1,4,NULL
818,46,"illo delectus repellendus","Excepturi non ut omnis rerum eos. Libero eaque dignissimos officiis qui repellat atque quos. Perspiciatis odit assumenda commodi fugiat non. Et saepe voluptatem natus consequuntur veritatis.","I semestre",1,3,www.nihil.uni.it
819,46,"dolorum quos eum","Voluptatem corrupti dolores accusantium voluptatum vel repudiandae. Ea animi et temporibus sit eius est et omnis. Ab corporis natus culpa dolorem. Et non non distinctio.","I semestre",1,13,www.ut.uni.it
820,46,"rerum sed animi","Voluptas velit est quisquam. Et distinctio voluptatibus rerum et. Adipisci eos quas deleniti error veniam delectus.","I semestre",1,6,NULL
837,47,"labore tempora odit","Rerum eaque id quas quas et sint tempora. Molestiae suscipit fugiat impedit tenetur in. Ipsa sit pariatur ipsa incidunt quae. Non maxime quo est et.","I semestre",1,11,NULL
838,47,"quia omnis et","Et expedita cumque iusto dolore nihil illum. Nam eaque expedita sed distinctio consectetur. Numquam ab sit molestias cum. Inventore facere dolore debitis saepe qui nihil.","I semestre",1,10,www.aut.uni.it
